Result,name,Context
 fit_descendant_date updated.,11153,"start_time=1914-01-01T00:00:00Z, end_time=1924-01-24T00:00:00Z, point_in_time=1914-01-01T00:00:00Z"
✅ Updated coords and dates,11153,"name=World War I, descendant_count=668"
✅ FOUND in military_events table ,11827,"id=11827, qid='Q79911', name='Russian Civil War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/CWRArticleImage.jpg', description='multi-sided civil war in the former Russian Empire, November 1917-October 1922', start_time='1910-01-01T00:00:00Z', end_time='1934-01-01T00:00:00Z', point_in_time='1910-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Russian_Civil_War', lat=51.483333333000004, lon=83.7076388885, depth_index='11827', depth_level=1, descendant_count=175"
✅ UPDATED in military_events table,11827,"start_time='1910-01-01T00:00:00Z', end_time='1934-01-01T00:00:00Z', point_in_time='1910-01-01T00:00:00Z'"
 fit_descendant_date updated.,11827,"start_time=1910-01-01T00:00:00Z, end_time=1934-01-01T00:00:00Z, point_in_time=1910-01-01T00:00:00Z"
✅ Updated coords and dates,11827,"name=Russian Civil War, descendant_count=175"
✅ FOUND in military_events table ,12006,"id=12006, qid='Q170306', name='German Revolution of 1918–1919', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20146-2004-0048%2C%20Revolution%20in%20Bayern%2C%20Gefangener.jpg', description='revolution between 1918-19 in Germany', start_time='1918-12-24T00:00:00Z', end_time='1919-01-15T00:00:00Z', point_in_time='1918-12-24T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/German_revolution_of_1918%E2%80%931919', lat=52.517083333, lon=13.3847222215, depth_index='12006', depth_level=1, descendant_count=5"
✅ UPDATED in military_events table,12006,"start_time='1918-12-24T00:00:00Z', end_time='1919-01-15T00:00:00Z', point_in_time='1918-12-24T00:00:00Z'"
 fit_descendant_date updated.,12006,"start_time=1918-12-24T00:00:00Z, end_time=1919-01-15T00:00:00Z, point_in_time=1918-12-24T00:00:00Z"
✅ Updated coords and dates,12006,"name=German Revolution of 1918–1919, descendant_count=5"
✅ FOUND in military_events table ,12012,"id=12012, qid='Q252298', name='Hungarian–Romanian War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/RomanianCavalryBudapest.png', description='war (15 April – 3 August 1919) fought between the First Hungarian Republic and the Hungarian Soviet Republic and the Kingdom of Romania', start_time='1919-04-19T00:00:00Z', end_time='1919-04-19T00:00:00Z', point_in_time='1919-04-19T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Hungarian%E2%80%93Romanian_War', lat=46.634258, lon=22.363551, depth_index='12012', depth_level=1, descendant_count=1"
✅ UPDATED in military_events table,12012,"start_time='1919-04-19T00:00:00Z', end_time='1919-04-19T00:00:00Z', point_in_time='1919-04-19T00:00:00Z'"
 fit_descendant_date updated.,12012,"start_time=1919-04-19T00:00:00Z, end_time=1919-04-19T00:00:00Z, point_in_time=1919-04-19T00:00:00Z"
✅ Updated coords and dates,12012,"name=Hungarian–Romanian War, descendant_count=1"
✅ FOUND in military_events table ,12015,"id=12015, qid='Q2742886', name='Lithuanian Wars of Independence', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Lithuanian%20soldiers%20in%20Vievis%20surroundings.jpg', description='refer to three wars Lithuania fought defending its independence at the end of World War I: with Bolshevik forces (December 1918 – August 1919), Bermontians (June 1919 – December 1919), and Poland (August 1920 – November 1920)', start_time='1918-12-01T00:00:00Z', end_time='1920-01-01T00:00:00Z', point_in_time='1918-12-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Lithuanian_Wars_of_Independence', lat=54.650000000000006, lon=23.4666666665, depth_index='12015', depth_level=1, descendant_count=2"
✅ UPDATED in military_events table,12015,"start_time='1918-12-01T00:00:00Z', end_time='1920-01-01T00:00:00Z', point_in_time='1918-12-01T00:00:00Z'"
 fit_descendant_date updated.,12015,"start_time=1918-12-01T00:00:00Z, end_time=1920-01-01T00:00:00Z, point_in_time=1918-12-01T00:00:00Z"
✅ Updated coords and dates,12015,"name=Lithuanian Wars of Independence, descendant_count=2"
✅ FOUND in military_events table ,12018,"id=12018, qid='Q1859103', name='Georgian–Armenian War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Democratic%20Republic%20of%20Georgia%20%28en%29.svg', description='1918 armed conflict in Georgia and Armenia', start_time='1918-01-01T00:00:00Z', end_time='1918-12-17T00:00:00Z', point_in_time='1918-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Armeno-Georgian_War', lat=41.125833333, lon=44.7576388885, depth_index='12018', depth_level=1, descendant_count=2"
✅ UPDATED in military_events table,12018,"start_time='1918-01-01T00:00:00Z', end_time='1918-12-17T00:00:00Z', point_in_time='1918-01-01T00:00:00Z'"
 fit_descendant_date updated.,12018,"start_time=1918-01-01T00:00:00Z, end_time=1918-12-17T00:00:00Z, point_in_time=1918-01-01T00:00:00Z"
✅ Updated coords and dates,12018,"name=Georgian–Armenian War, descendant_count=2"
✅ FOUND in military_events table ,12021,"id=12021, qid='Q6449024', name='Kuwait–Nejd Border War', image_url=None, description='post-WW1 conflict in Kuwait', start_time='1920-05-18T00:00:00Z', end_time='1920-10-10T00:00:00Z', point_in_time='1920-05-18T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Kuwait%E2%80%93Najd_War', lat=28.456000000000003, lon=47.693166666500005, depth_index='12021', depth_level=1, descendant_count=2"
✅ UPDATED in military_events table,12021,"start_time='1920-05-18T00:00:00Z', end_time='1920-10-10T00:00:00Z', point_in_time='1920-05-18T00:00:00Z'"
 fit_descendant_date updated.,12021,"start_time=1920-05-18T00:00:00Z, end_time=1920-10-10T00:00:00Z, point_in_time=1920-05-18T00:00:00Z"
✅ Updated coords and dates,12021,"name=Kuwait–Nejd Border War, descendant_count=2"
✅ FOUND in military_events table ,12024,"id=12024, qid='Q208297', name='Irish War of Independence', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Hogan%27s%20Flying%20Column.gif', description='war of national liberation', start_time='1916-04-28T00:00:00Z', end_time='1921-06-16T00:00:00Z', point_in_time='1916-04-28T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Irish_War_of_Independence', lat=52.7533671665, lon=-7.8748611104999995, depth_index='12024', depth_level=1, descendant_count=17"
✅ UPDATED in military_events table,12024,"start_time='1916-04-28T00:00:00Z', end_time='1921-06-16T00:00:00Z', point_in_time='1916-04-28T00:00:00Z'"
 fit_descendant_date updated.,12024,"start_time=1916-04-28T00:00:00Z, end_time=1921-06-16T00:00:00Z, point_in_time=1916-04-28T00:00:00Z"
✅ Updated coords and dates,12024,"name=Irish War of Independence, descendant_count=17"
✅ FOUND in military_events table ,12043,"id=12043, qid='Q234738', name='Turkish War of Independence', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Turkish%20War%20of%20Independence%20-%20collage.jpg', description='war fought between the Turkish National Movement and the Entente and their proxies', start_time='1919-05-15T00:00:00Z', end_time='1922-10-01T00:00:00Z', point_in_time='1919-05-15T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Turkish_War_of_Independence', lat=39.178472223, lon=33.4902777775, depth_index='12043', depth_level=1, descendant_count=33"
✅ UPDATED in military_events table,12043,"start_time='1919-05-15T00:00:00Z', end_time='1922-10-01T00:00:00Z', point_in_time='1919-05-15T00:00:00Z'"
 fit_descendant_date updated.,12043,"start_time=1919-05-15T00:00:00Z, end_time=1922-10-01T00:00:00Z, point_in_time=1919-05-15T00:00:00Z"
✅ Updated coords and dates,12043,"name=Turkish War of Independence, descendant_count=33"
✅ FOUND in military_events table ,12079,"id=12079, qid='Q2992403', name='Franco-Syrian War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Maysaloun2.jpg', description='1920 war in the Middle East', start_time='1919-07-01T00:00:00Z', end_time='1946-01-01T00:00:00Z', point_in_time='1919-07-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Franco-Syrian_War', lat=34.9105555555, lon=36.311527777500004, depth_index='12079', depth_level=1, descendant_count=5"
✅ UPDATED in military_events table,12079,"start_time='1919-07-01T00:00:00Z', end_time='1946-01-01T00:00:00Z', point_in_time='1919-07-01T00:00:00Z'"
 fit_descendant_date updated.,12079,"start_time=1919-07-01T00:00:00Z, end_time=1946-01-01T00:00:00Z, point_in_time=1919-07-01T00:00:00Z"
✅ Updated coords and dates,12079,"name=Franco-Syrian War, descendant_count=5"
✅ FOUND in military_events table ,12088,"id=12088, qid='Q15927362', name='Zhili–Fengtian War', image_url=None, description='series of two civil wars in China', start_time='1924-10-23T00:00:00Z', end_time='1924-10-23T00:00:00Z', point_in_time='1924-10-23T00:00:00Z', wiki_url=None, lat=39.90403, lon=116.407526, depth_index='12088', depth_level=1, descendant_count=2"
✅ UPDATED in military_events table,12088,"start_time='1924-10-23T00:00:00Z', end_time='1924-10-23T00:00:00Z', point_in_time='1924-10-23T00:00:00Z'"
 fit_descendant_date updated.,12088,"start_time=1924-10-23T00:00:00Z, end_time=1924-10-23T00:00:00Z, point_in_time=1924-10-23T00:00:00Z"
✅ Updated coords and dates,12088,"name=Zhili–Fengtian War, descendant_count=2"
✅ FOUND in military_events table ,12091,"id=12091, qid='Q748042', name='Irish Civil War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Secret%20Destination%20%286233259813%29.jpg', description='conflict that followed the Irish War of Independence and accompanied the establishment of the Irish Free State', start_time='1922-01-01T00:00:00Z', end_time='1922-11-25T00:00:00Z', point_in_time='1922-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Irish_Civil_War', lat=53.147499999999994, lon=-7.906249944, depth_index='12091', depth_level=1, descendant_count=4"
✅ UPDATED in military_events table,12091,"start_time='1922-01-01T00:00:00Z', end_time='1922-11-25T00:00:00Z', point_in_time='1922-01-01T00:00:00Z'"
 fit_descendant_date updated.,12091,"start_time=1922-01-01T00:00:00Z, end_time=1922-11-25T00:00:00Z, point_in_time=1922-01-01T00:00:00Z"
✅ Updated coords and dates,12091,"name=Irish Civil War, descendant_count=4"
✅ FOUND in military_events table ,12100,"id=12100, qid='Q179975', name='Chinese Civil War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Shangtang.jpg', description='1927–1949 civil war between the Kuomintang and the Communist Party in China', start_time='1926-01-01T00:00:00Z', end_time='2022-08-04T00:00:00Z', point_in_time='1927-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Chinese_Civil_War', lat=34.51671, lon=106.40689499999999, depth_index='12100', depth_level=1, descendant_count=120"
✅ UPDATED in military_events table,12100,"start_time='1926-01-01T00:00:00Z', end_time='2022-08-04T00:00:00Z', point_in_time='1927-01-01T00:00:00Z'"
 fit_descendant_date updated.,12100,"start_time=1926-01-01T00:00:00Z, end_time=2022-08-04T00:00:00Z, point_in_time=1927-01-01T00:00:00Z"
✅ Updated coords and dates,12100,"name=Chinese Civil War, descendant_count=120"
✅ FOUND in military_events table ,12222,"id=12222, qid='Q10952572', name='Afghan Civil War (1928–1929)', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B4%20%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%B9%20%D0%B0%D1%80%D0%BC%D0%B8%D0%B8%20%D1%87%D0%B5%D1%80%D0%B5%D0%B7%20%D1%80.%20%D0%94%D1%83%D1%88%D0%B0%D0%BD%D0%B1%D0%B8%D0%BD%D0%BA%D0%B0.jpg', description='military conflict in Afghanistan from 1928 to 1929', start_time='1928-11-14T00:00:00Z', end_time='1929-01-04T00:00:00Z', point_in_time='1928-11-14T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Afghan_Civil_War_(1928%E2%80%931929)', lat=34.434166666, lon=70.447777777, depth_index='12222', depth_level=1, descendant_count=1"
✅ UPDATED in military_events table,12222,"start_time='1928-11-14T00:00:00Z', end_time='1929-01-04T00:00:00Z', point_in_time='1928-11-14T00:00:00Z'"
 fit_descendant_date updated.,12222,"start_time=1928-11-14T00:00:00Z, end_time=1929-01-04T00:00:00Z, point_in_time=1928-11-14T00:00:00Z"
✅ Updated coords and dates,12222,"name=Afghan Civil War (1928–1929), descendant_count=1"
✅ FOUND in military_events table ,12226,"id=12226, qid='Q4222429', name='Sino–Tibetan War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/The%20Trapchi%20Regiment.jpg', description='war between China and Tibet in early 1930s', start_time='1932-01-01T00:00:00Z', end_time='1932-01-01T00:00:00Z', point_in_time='1932-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Sino-Tibetan_War_of_1930%E2%80%931932', lat=35.0, lon=96.0, depth_index='12226', depth_level=1, descendant_count=1"
✅ UPDATED in military_events table,12226,"start_time='1932-01-01T00:00:00Z', end_time='1932-01-01T00:00:00Z', point_in_time='1932-01-01T00:00:00Z'"
 fit_descendant_date updated.,12226,"start_time=1932-01-01T00:00:00Z, end_time=1932-01-01T00:00:00Z, point_in_time=1932-01-01T00:00:00Z"
✅ Updated coords and dates,12226,"name=Sino–Tibetan War, descendant_count=1"
✅ FOUND in military_events table ,12228,"id=12228, qid='Q717809', name='Central Plains War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Chiang%20Kai-shek%27s%20army%20in%20the%20Central%20Plains%20War.jpg', description='Central Plains War in China', start_time='1930-06-10T00:00:00Z', end_time='1930-10-08T00:00:00Z', point_in_time='1930-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Central_Plains_War', lat=30.970833332999998, lon=113.639722222, depth_index='12228', depth_level=1, descendant_count=5"
✅ UPDATED in military_events table,12228,"start_time='1930-06-10T00:00:00Z', end_time='1930-10-08T00:00:00Z', point_in_time='1930-01-01T00:00:00Z'"
 fit_descendant_date updated.,12228,"start_time=1930-06-10T00:00:00Z, end_time=1930-10-08T00:00:00Z, point_in_time=1930-01-01T00:00:00Z"
✅ Updated coords and dates,12228,"name=Central Plains War, descendant_count=5"
✅ FOUND in military_events table ,12236,"id=12236, qid='Q696389', name='Soviet–Japanese border conflicts', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Japanese%20light%20tanks%20moving%20forward%20the%20front%20of%20the%20Khalkha%20River.jpg', description='armed conflict in the 1930s between the Soviets, Mongolians, and Japanese', start_time='1935-01-08T00:00:00Z', end_time='1939-09-19T00:00:00Z', point_in_time='1935-01-08T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Soviet%E2%80%93Japanese_border_conflicts', lat=47.71350278, lon=129.369461111, depth_index='12236', depth_level=1, descendant_count=11"
✅ UPDATED in military_events table,12236,"start_time='1935-01-08T00:00:00Z', end_time='1939-09-19T00:00:00Z', point_in_time='1935-01-08T00:00:00Z'"
 fit_descendant_date updated.,12236,"start_time=1935-01-08T00:00:00Z, end_time=1939-09-19T00:00:00Z, point_in_time=1935-01-08T00:00:00Z"
✅ Updated coords and dates,12236,"name=Soviet–Japanese border conflicts, descendant_count=11"
✅ FOUND in military_events table ,12250,"id=12250, qid='Q1536533', name='Colombian-Peruvian War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Mapa%20de%20territorios%20cedidos%20por%20Per%C3%BA%20a%20Colombia.jpg', description='armed conflict', start_time='1932-09-01T00:00:00Z', end_time='1932-09-01T00:00:00Z', point_in_time='1932-09-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Colombia%E2%80%93Peru_War', lat=-4.215, lon=-69.941111111, depth_index='12250', depth_level=1, descendant_count=1"
✅ UPDATED in military_events table,12250,"start_time='1932-09-01T00:00:00Z', end_time='1932-09-01T00:00:00Z', point_in_time='1932-09-01T00:00:00Z'"
 fit_descendant_date updated.,12250,"start_time=1932-09-01T00:00:00Z, end_time=1932-09-01T00:00:00Z, point_in_time=1932-09-01T00:00:00Z"
✅ Updated coords and dates,12250,"name=Colombian-Peruvian War, descendant_count=1"
✅ FOUND in military_events table ,12253,"id=12253, qid='Q223126', name='Chaco War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Disputed%20Bolivia%20Paraguay.jpg', description='war between Bolivia and Paraguay', start_time='1932-09-07T00:00:00Z', end_time='1934-11-27T00:00:00Z', point_in_time='1932-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Chaco_War', lat=-21.310266665, lon=-61.59701111, depth_index='12253', depth_level=1, descendant_count=8"
✅ UPDATED in military_events table,12253,"start_time='1932-09-07T00:00:00Z', end_time='1934-11-27T00:00:00Z', point_in_time='1932-01-01T00:00:00Z'"
 fit_descendant_date updated.,12253,"start_time=1932-09-07T00:00:00Z, end_time=1934-11-27T00:00:00Z, point_in_time=1932-01-01T00:00:00Z"
✅ Updated coords and dates,12253,"name=Chaco War, descendant_count=8"
✅ FOUND in military_events table ,12267,"id=12267, qid='Q94916', name='Second Italo-Ethiopian War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/DC-1936-52-d.jpg', description='1935-1936 war between Italy and Ethiopia', start_time='1935-10-03T00:00:00Z', end_time='1936-06-27T00:00:00Z', point_in_time='1935-12-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Second_Italo-Ethiopian_War', lat=9.471045, lon=40.483611111, depth_index='12267', depth_level=1, descendant_count=11"
✅ UPDATED in military_events table,12267,"start_time='1935-10-03T00:00:00Z', end_time='1936-06-27T00:00:00Z', point_in_time='1935-12-01T00:00:00Z'"
 fit_descendant_date updated.,12267,"start_time=1935-10-03T00:00:00Z, end_time=1936-06-27T00:00:00Z, point_in_time=1935-12-01T00:00:00Z"
✅ Updated coords and dates,12267,"name=Second Italo-Ethiopian War, descendant_count=11"
✅ FOUND in military_events table ,12279,"id=12279, qid='Q10859', name='Spanish Civil War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Soldrepteruel1937.jpg', description='war between the Republicans and the Nationalists in Spain from 1936 to 1939', start_time='1934-10-01T00:00:00Z', end_time='1939-06-15T00:00:00Z', point_in_time='1934-10-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Spanish_Civil_War', lat=40.85721111, lon=-7.438333333499999, depth_index='12279', depth_level=1, descendant_count=98"
✅ UPDATED in military_events table,12279,"start_time='1934-10-01T00:00:00Z', end_time='1939-06-15T00:00:00Z', point_in_time='1934-10-01T00:00:00Z'"
 fit_descendant_date updated.,12279,"start_time=1934-10-01T00:00:00Z, end_time=1939-06-15T00:00:00Z, point_in_time=1934-10-01T00:00:00Z"
✅ Updated coords and dates,12279,"name=Spanish Civil War, descendant_count=98"
✅ FOUND in military_events table ,12379,"id=12379, qid='Q362', name='World War II', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Infobox%20collage%20for%20WWII.PNG', description='1939–1945 global conflict', start_time='1931-11-04T00:00:00Z', end_time='1946-10-15T00:00:00Z', point_in_time='1931-11-04T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/World_War_II', lat=28.070833335, lon=-0.1700000000000017, depth_index='12379', depth_level=1, descendant_count=1454"
✅ UPDATED in military_events table,12379,"start_time='1931-11-04T00:00:00Z', end_time='1946-10-15T00:00:00Z', point_in_time='1931-11-04T00:00:00Z'"
 fit_descendant_date updated.,12379,"start_time=1931-11-04T00:00:00Z, end_time=1946-10-15T00:00:00Z, point_in_time=1931-11-04T00:00:00Z"
✅ Updated coords and dates,12379,"name=World War II, descendant_count=1454"
✅ FOUND in military_events table ,13835,"id=13835, qid='Q107029213', name='war on drugs in Brazil', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Ex%C3%A9rcito%20d%C3%A1%20apoio%20a%20ocupa%C3%A7%C3%A3o%20no%20Complexo%20do%20Alem%C3%A3o.jpg', description=None, start_time='2007-06-27T00:00:00Z', end_time='2025-10-28T00:00:00Z', point_in_time='2007-06-27T00:00:00Z', wiki_url=None, lat=-22.918632311, lon=-43.2472277775, depth_index='13835', depth_level=1, descendant_count=7"
✅ UPDATED in military_events table,13835,"start_time='2007-06-27T00:00:00Z', end_time='2025-10-28T00:00:00Z', point_in_time='2007-06-27T00:00:00Z'"
 fit_descendant_date updated.,13835,"start_time=2007-06-27T00:00:00Z, end_time=2025-10-28T00:00:00Z, point_in_time=2007-06-27T00:00:00Z"
✅ Updated coords and dates,13835,"name=war on drugs in Brazil, descendant_count=7"
✅ FOUND in military_events table ,13844,"id=13844, qid='Q1500631', name='Ecuadorian–Peruvian War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/BAP%20Almirante%20Grau%20en%20mar%20ecuatoriano%20%281941%29.jpg', description='South American border war fought between 5–31 July 1941 between Ecuador and Peru', start_time='1941-07-23T00:00:00Z', end_time='1942-02-12T00:00:00Z', point_in_time='1941-07-23T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Ecuadorian%E2%80%93Peruvian_War', lat=-2.2270078665, lon=-77.495590233, depth_index='13844', depth_level=1, descendant_count=2"
✅ UPDATED in military_events table,13844,"start_time='1941-07-23T00:00:00Z', end_time='1942-02-12T00:00:00Z', point_in_time='1941-07-23T00:00:00Z'"
 fit_descendant_date updated.,13844,"start_time=1941-07-23T00:00:00Z, end_time=1942-02-12T00:00:00Z, point_in_time=1941-07-23T00:00:00Z"
✅ Updated coords and dates,13844,"name=Ecuadorian–Peruvian War, descendant_count=2"
✅ FOUND in military_events table ,13851,"id=13851, qid='Q8683', name='Cold War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/US%20Army%20tanks%20face%20off%20against%20Soviet%20tanks%2C%20Berlin%201961.jpg', description='1947–1991 tension between the Soviet Union and the United States and their respective allies', start_time='1936-07-20T00:00:00Z', end_time='2025-08-08T00:00:00Z', point_in_time='1936-07-20T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Cold_War', lat=15.829349999999998, lon=-7.960129999999992, depth_index='13851', depth_level=1, descendant_count=993"
✅ UPDATED in military_events table,13851,"start_time='1936-07-20T00:00:00Z', end_time='2025-08-08T00:00:00Z', point_in_time='1936-07-20T00:00:00Z'"
 fit_descendant_date updated.,13851,"start_time=1936-07-20T00:00:00Z, end_time=2025-08-08T00:00:00Z, point_in_time=1936-07-20T00:00:00Z"
✅ Updated coords and dates,13851,"name=Cold War, descendant_count=993"
✅ FOUND in military_events table ,14846,"id=14846, qid='Q1332160', name='Indonesian National Revolution', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/COLLECTIE%20TROPENMUSEUM%20Militaire%20kolonne%20tijdens%20de%20eerste%20politionele%20actie%20TMnr%2010029135.jpg', description='armed conflict and diplomatic struggle between Indonesia and the Dutch Empire', start_time='1945-10-19T00:00:00Z', end_time='1950-01-01T00:00:00Z', point_in_time='1945-10-19T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Indonesian_National_Revolution', lat=-2.445709278, lon=109.336944444, depth_index='14846', depth_level=1, descendant_count=15"
✅ UPDATED in military_events table,14846,"start_time='1945-10-19T00:00:00Z', end_time='1950-01-01T00:00:00Z', point_in_time='1945-10-19T00:00:00Z'"
 fit_descendant_date updated.,14846,"start_time=1945-10-19T00:00:00Z, end_time=1950-01-01T00:00:00Z, point_in_time=1945-10-19T00:00:00Z"
✅ Updated coords and dates,14846,"name=Indonesian National Revolution, descendant_count=15"
✅ FOUND in military_events table ,14862,"id=14862, qid='Q2342102', name='Indochina Wars', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Indochine%20fran%C3%A7aise%20ru.svg', description='series of wars fought in Southeast Asia from 1946 until 1991', start_time='1945-09-13T00:00:00Z', end_time='1946-03-30T00:00:00Z', point_in_time='1945-09-13T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Indochina_wars', lat=10.876, lon=106.743, depth_index='14862', depth_level=1, descendant_count=1"
✅ UPDATED in military_events table,14862,"start_time='1945-09-13T00:00:00Z', end_time='1946-03-30T00:00:00Z', point_in_time='1945-09-13T00:00:00Z'"
 fit_descendant_date updated.,14862,"start_time=1945-09-13T00:00:00Z, end_time=1946-03-30T00:00:00Z, point_in_time=1945-09-13T00:00:00Z"
✅ Updated coords and dates,14862,"name=Indochina Wars, descendant_count=1"
✅ FOUND in military_events table ,14865,"id=14865, qid='Q1413732', name='Kashmir conflict', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Kashmir%20Region%20November%202019.jpg', description='conflict over the Kashmir region between India, Pakistan, and China', start_time='1947-10-15T00:00:00Z', end_time='2025-05-10T00:00:00Z', point_in_time='1947-10-15T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Kashmir_conflict', lat=28.8284722235, lon=72.9609555555, depth_index='14865', depth_level=1, descendant_count=46"
✅ UPDATED in military_events table,14865,"start_time='1947-10-15T00:00:00Z', end_time='2025-05-10T00:00:00Z', point_in_time='1947-10-15T00:00:00Z'"
 fit_descendant_date updated.,14865,"start_time=1947-10-15T00:00:00Z, end_time=2025-05-10T00:00:00Z, point_in_time=1947-10-15T00:00:00Z"
✅ Updated coords and dates,14865,"name=Kashmir conflict, descendant_count=46"
✅ FOUND in military_events table ,14912,"id=14912, qid='Q49097', name='1948 Palestine War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Raising%20the%20Ink%20Flag%20at%20Umm%20Rashrash%20%28Eilat%29.jpg', description='first war of the Arab–Israeli conflict', start_time='1947-12-02T00:00:00Z', end_time='1949-03-10T00:00:00Z', point_in_time='1947-12-02T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/1948_Palestine_war', lat=31.3103125015, lon=33.4241111115, depth_index='14912', depth_level=1, descendant_count=58"
✅ UPDATED in military_events table,14912,"start_time='1947-12-02T00:00:00Z', end_time='1949-03-10T00:00:00Z', point_in_time='1947-12-02T00:00:00Z'"
 fit_descendant_date updated.,14912,"start_time=1947-12-02T00:00:00Z, end_time=1949-03-10T00:00:00Z, point_in_time=1947-12-02T00:00:00Z"
✅ Updated coords and dates,14912,"name=1948 Palestine War, descendant_count=58"
✅ FOUND in military_events table ,14972,"id=14972, qid='Q852088', name='Myanmar conflict', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Armed%20conflict%20zones%20in%20Myanmar.png', description='series of ongoing insurgencies within Myanmar which began in 1948', start_time='1961-02-05T00:00:00Z', end_time='2016-12-04T00:00:00Z', point_in_time='1961-02-05T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Myanmar_conflict', lat=20.416666665, lon=95.68624768449999, depth_index='14972', depth_level=1, descendant_count=8"
✅ UPDATED in military_events table,14972,"start_time='1961-02-05T00:00:00Z', end_time='2016-12-04T00:00:00Z', point_in_time='1961-02-05T00:00:00Z'"
 fit_descendant_date updated.,14972,"start_time=1961-02-05T00:00:00Z, end_time=2016-12-04T00:00:00Z, point_in_time=1961-02-05T00:00:00Z"
✅ Updated coords and dates,14972,"name=Myanmar conflict, descendant_count=8"
✅ FOUND in military_events table ,14981,"id=14981, qid='Q185407', name='La Violencia', image_url=None, description='civil war in Colombia between 1925 and 1960', start_time='1930-12-29T00:00:00Z', end_time='1957-07-20T00:00:00Z', point_in_time='1930-12-29T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/La_Violencia', lat=22.661805555, lon=-36.138791667, depth_index='14981', depth_level=1, descendant_count=8"
✅ UPDATED in military_events table,14981,"start_time='1930-12-29T00:00:00Z', end_time='1957-07-20T00:00:00Z', point_in_time='1930-12-29T00:00:00Z'"
 fit_descendant_date updated.,14981,"start_time=1930-12-29T00:00:00Z, end_time=1957-07-20T00:00:00Z, point_in_time=1930-12-29T00:00:00Z"
✅ Updated coords and dates,14981,"name=La Violencia, descendant_count=8"
